7f000001:da79	34424:0	509455000	509488000	2	20982
7f000001:da79	34424:1	509462000	509502000	1	6111
7f000001:da79	34424:2	509522000	509533000	1	4370
7f000001:da79	34424:3	509656000	509682000	1	14361
7f000001:da79	34424:4	509705000	509723000	2	39743
7f000001:da79	34424:5	509709000	509768000	1	33800
7f000001:da79	34424:6	509814000	509838000	2	17714
7f000001:da79	34424:7	509817000	509848000	1	5684
7f000001:da79	34424:8	509854000	509875000	1	7811
7f000001:da79	34424:9	509858000	509920000	1	32940
7f000001:da79	34424:10	509908000	509969000	1	37216
7f000001:da79	34424:11	509964000	509975000	1	1631
7f000001:da79	34424:12	510002000	510013000	1	2808
7f000001:da79	34424:13	510090000	510112000	1	12494
7f000001:da79	34424:14	510126000	510156000	2	12203
7f000001:da79	34424:15	510129000	510161000	2	100995
7f000001:da79	34424:16	510153000	510290000	1	100748
7f000001:da79	34424:17	510261000	510333000	1	30820
7f000001:da79	34424:18	510305000	510376000	1	29327
7f000001:da79	34424:19	510367000	510392000	2	14653
7f000001:da79	34424:20	510373000	510403000	1	6215
7f000001:da79	34424:21	510424000	510457000	2	21570
7f000001:da79	34424:22	510427000	510461000	1	1085
7f000001:da79	34424:23	510476000	510495000	1	3432
7f000001:da79	34424:24	510496000	510518000	1	7988
7f000001:da79	34424:25	510515000	510524000	1	1338
7f000001:da79	34424:26	510693000	510722000	2	115917
7f000001:da79	34424:27	510697000	510852000	1	100120
7f000001:da79	34424:28	510737000	510885000	2	39875
7f000001:da79	34424:29	510739000	510908000	1	15692
7f000001:da79	34424:30	510954000	510967000	1	4213
7f000001:da79	34424:31	511016000	511035000	1	10195
7f000001:da79	34424:32	511036000	511078000	2	60785
7f000001:da79	34424:33	511039000	511124000	1	33297
7f000001:da79	34424:34	511129000	511138000	2	4926
7f000001:da79	34424:35	511132000	511145000	1	2876
7f000001:da79	34424:36	511182000	511203000	2	23704
7f000001:da79	34424:37	511185000	511225000	1	14133
7f000001:da79	34424:38	511237000	511245000	1	2185
7f000001:da79	34424:39	511393000	511409000	1	8572
7f000001:da79	34424:40	511458000	511482000	1	6167
7f000001:da79	34424:41	511501000	511569000	1	49330
7f000001:da79	34424:42	511544000	511586000	1	11625
7f000001:da79	34424:43	511649000	511670000	1	12596
7f000001:da79	34424:44	511797000	511813000	1	7714
7f000001:da79	34424:45	511870000	511925000	1	40126
7f000001:da79	34424:46	511921000	511949000	1	16306
7f000001:da79	34424:47	512000000	512028000	2	23567
7f000001:da79	34424:48	512003000	512047000	1	8415
7f000001:da79	34424:49	512044000	512066000	1	11832
7f000001:da79	34424:50	512086000	512122000	2	34598
7f000001:da79	34424:51	512089000	512142000	1	13457
7f000001:da79	34424:52	512132000	512146000	1	190
7f000001:da79	34424:53	512184000	512203000	1	9828
7f000001:da79	34424:54	512229000	512305000	2	66211
7f000001:da79	34424:55	512232000	512323000	3	30870
7f000001:da79	34424:56	512267000	512341000	2	19688
7f000001:da79	34424:57	512269000	512356000	3	76943
7f000001:da79	34424:58	512336000	512427000	2	67840
7f000001:da79	34424:59	512339000	512447000	4	71912
7f000001:da79	34424:60	512421000	512475000	3	58913
7f000001:da79	34424:61	512425000	512492000	3	45284
7f000001:da79	34424:62	512426000	512538000	2	35057
7f000001:da79	34424:63	512472000	512543000	3	19565
7f000001:da79	34424:64	512518000	512561000	2	17979
7f000001:da79	34424:65	512520000	512576000	2	28940
7f000001:da79	34424:66	512559000	512602000	2	25864
7f000001:da79	34424:67	512563000	512613000	1	6694
7f000001:da79	34424:68	512752000	512764000	1	4372
7f000001:da79	34424:69	512800000	512824000	1	14438
7f000001:da79	34424:70	512865000	512875000	1	2720
7f000001:da79	34424:71	512883000	512896000	1	5029
7f000001:da79	34424:72	512909000	512918000	1	3683
7f000001:da79	34424:73	513043000	513084000	1	25873
7f000001:da79	34424:74	513082000	513105000	1	14580
