7f000001:d7d6	34421:0	511510000	511544000	1	14871
7f000001:d7d6	34421:1	511547000	511564000	2	10481
7f000001:d7d6	34421:2	511552000	511572000	1	4370
7f000001:d7d6	34421:3	511736000	511763000	1	14361
7f000001:d7d6	34421:4	511784000	511799000	2	39743
7f000001:d7d6	34421:5	511787000	511844000	1	33800
7f000001:d7d6	34421:6	511903000	511925000	1	12030
7f000001:d7d6	34421:7	511907000	511936000	1	5684
7f000001:d7d6	34421:8	511948000	511964000	2	40751
7f000001:d7d6	34421:9	511951000	512008000	1	32940
7f000001:d7d6	34421:10	512002000	512061000	1	37216
7f000001:d7d6	34421:11	512065000	512072000	1	1631
7f000001:d7d6	34421:12	512109000	512119000	1	2808
7f000001:d7d6	34421:13	512203000	512224000	1	12494
7f000001:d7d6	34421:14	512235000	512268000	2	12203
7f000001:d7d6	34421:15	512240000	512273000	2	100995
7f000001:d7d6	34421:16	512267000	512402000	1	100748
7f000001:d7d6	34421:17	512392000	512444000	1	30820
7f000001:d7d6	34421:18	512435000	512483000	1	29327
7f000001:d7d6	34421:19	512481000	512496000	1	8438
7f000001:d7d6	34421:20	512519000	512534000	1	6215
7f000001:d7d6	34421:21	512561000	512598000	1	20485
7f000001:d7d6	34421:22	512582000	512603000	1	1085
7f000001:d7d6	34421:23	512629000	512641000	1	3432
7f000001:d7d6	34421:24	512665000	512683000	2	9326
7f000001:d7d6	34421:25	512667000	512687000	1	1338
7f000001:d7d6	34421:26	512867000	512893000	2	115917
7f000001:d7d6	34421:27	512870000	513022000	1	100120
7f000001:d7d6	34421:28	512914000	513054000	2	39875
7f000001:d7d6	34421:29	512916000	513076000	1	15692
7f000001:d7d6	34421:30	513170000	513181000	1	4213
7f000001:d7d6	34421:31	513223000	513242000	1	10195
7f000001:d7d6	34421:32	513258000	513300000	2	60785
7f000001:d7d6	34421:33	513261000	513345000	1	33297
7f000001:d7d6	34421:34	513354000	513361000	2	4926
7f000001:d7d6	34421:35	513356000	513368000	1	2876
7f000001:d7d6	34421:36	513401000	513421000	2	23704
7f000001:d7d6	34421:37	513406000	513441000	1	14133
7f000001:d7d6	34421:38	513467000	513475000	1	2185
7f000001:d7d6	34421:39	513645000	513661000	1	8572
7f000001:d7d6	34421:40	513715000	513732000	1	6167
7f000001:d7d6	34421:41	513767000	513838000	1	49330
7f000001:d7d6	34421:42	513807000	513856000	1	11625
7f000001:d7d6	34421:43	513924000	513945000	1	12596
7f000001:d7d6	34421:44	514089000	514104000	1	7714
7f000001:d7d6	34421:45	514165000	514222000	1	40126
7f000001:d7d6	34421:46	514230000	514256000	1	16306
7f000001:d7d6	34421:47	514315000	514340000	1	15152
7f000001:d7d6	34421:48	514332000	514355000	1	8415
7f000001:d7d6	34421:49	514370000	514390000	1	11832
7f000001:d7d6	34421:50	514415000	514448000	2	34598
7f000001:d7d6	34421:51	514417000	514467000	1	13457
7f000001:d7d6	34421:52	514459000	514470000	1	190
7f000001:d7d6	34421:53	514518000	514536000	1	9828
7f000001:d7d6	34421:54	514552000	514630000	2	66211
7f000001:d7d6	34421:55	514555000	514647000	3	30870
7f000001:d7d6	34421:56	514587000	514663000	2	19688
7f000001:d7d6	34421:57	514597000	514677000	1	9103
7f000001:d7d6	34421:58	514668000	514749000	2	67840
7f000001:d7d6	34421:59	514671000	514769000	1	12999
7f000001:d7d6	34421:60	514756000	514791000	1	15215
7f000001:d7d6	34421:61	514771000	514808000	2	43698
7f000001:d7d6	34421:62	514773000	514853000	1	33471
7f000001:d7d6	34421:63	514820000	514859000	1	1586
7f000001:d7d6	34421:64	514868000	514886000	1	8209
7f000001:d7d6	34421:65	514881000	514901000	1	9770
7f000001:d7d6	34421:66	514921000	514953000	2	25864
7f000001:d7d6	34421:67	514924000	514964000	1	6694
7f000001:d7d6	34421:68	515140000	515151000	1	4372
7f000001:d7d6	34421:69	515187000	515211000	1	14438
7f000001:d7d6	34421:70	515255000	515264000	1	2720
7f000001:d7d6	34421:71	515294000	515311000	1	5029
7f000001:d7d6	34421:72	515309000	515320000	1	3683
7f000001:d7d6	34421:73	515456000	515496000	1	25873
7f000001:d7d6	34421:74	515501000	515525000	1	14580
7f000001:d7d6	34421:75	515538000	515555000	1	9113
7f000001:d7d6	34421:76	515542000	515571000	1	9879
7f000001:d7d6	34421:77	515594000	515620000	1	11217
7f000001:d7d6	34421:78	515608000	515633000	2	34814
7f000001:d7d6	34421:79	515617000	515670000	1	26117
7f000001:d7d6	34421:80	515660000	515673000	1	203
7f000001:d7d6	34421:81	515697000	515723000	2	56227
7f000001:d7d6	34421:82	515699000	515799000	1	40848
7f000001:d7d6	34421:83	515823000	515913000	1	66981
7f000001:d7d6	34421:84	515902000	515924000	1	5309
7f000001:d7d6	34421:85	515942000	515952000	1	4393
7f000001:d7d6	34421:86	516036000	516082000	1	33462
7f000001:d7d6	34421:87	516218000	516234000	1	8439
